topology,backend,op,algorithm,group_size,repeat_id,payload_scope,payload_bytes,intrinsic_median_latency_us,intrinsic_p95_latency_us,completion_median_latency_us,completion_p95_latency_us,rank_skew_median_us,rank_skew_p95_us,ring_equivalent_factor,ring_equivalent_bus_bandwidth_GBps
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,0,representative-rank-logical-input,8192,4.22400000000016,5.3087500000005985,29.66399999999885,44.93344999999954,25.359999999999218,40.591999999999004,1.5,2.909090909090799
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,1,representative-rank-logical-input,8192,4.240499999999884,6.337600000002749,18.159499999999753,33.15519999999829,13.328000000003158,28.480000000000288,1.5,2.8977714892112574
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,2,representative-rank-logical-input,8192,4.239999999999782,6.1456000000001945,22.848500000000058,37.5696000000029,18.576500000000124,33.44160000000229,1.5,2.898113207547319
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,3,representative-rank-logical-input,8192,4.1599999999998545,5.119999999999072,20.607500000000982,33.37599999999977,16.400000000002365,29.156799999999997,1.5,2.953846153846257
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,4,representative-rank-logical-input,8192,6.175999999999476,6.400000000000591,18.12800000000061,29.43680000000158,12.4474999999984,25.07520000000045,1.5,1.9896373056996506
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,0,representative-rank-logical-input,16384,4.224000000001979,6.175999999999521,32.07999999999993,48.444800000000754,27.534999999999854,44.10405000000173,1.5,5.8181818181790925
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,1,representative-rank-logical-input,16384,6.208000000000084,6.433550000000741,19.91949999999997,27.12160000000012,13.759500000000116,21.359999999999218,1.5,3.9587628865978846
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,2,representative-rank-logical-input,16384,4.255999999999858,4.447999999999456,26.607999999998356,36.93439999999989,22.383500000000822,32.73920000000071,1.5,5.774436090225756
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,3,representative-rank-logical-input,16384,4.1599999999998545,4.433649999999737,24.368000000000393,36.58944999999969,20.192500000001473,32.517449999999414,1.5,5.907692307692514
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,4,representative-rank-logical-input,16384,6.175999999999931,6.463049999999771,19.743999999999687,28.838350000000446,13.439999999999372,22.337550000000054,1.5,3.979274611399008
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,0,representative-rank-logical-input,32768,4.255999999999403,5.227200000000311,28.255499999998392,65.77119999999863,24.063499999999294,61.60159999999877,1.5,11.548872180452747
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,1,representative-rank-logical-input,32768,6.176000000000386,6.4320000000006985,18.767999999999574,27.5718499999995,12.591999999999643,21.265600000001342,1.5,7.958549222797431
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,2,representative-rank-logical-input,32768,4.22400000000016,4.385599999999999,26.720000000000255,35.134350000001085,22.336000000000013,30.879949999999916,1.5,11.636363636363196
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,3,representative-rank-logical-input,32768,4.224000000001979,6.209599999999637,20.383499999999913,33.42239999999947,15.855999999999767,29.055999999999493,1.5,11.636363636358185
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,4,representative-rank-logical-input,32768,6.175999999999931,6.43360000000066,18.528000000001157,29.076799999999455,12.912000000000035,24.105599999999594,1.5,7.958549222798016
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,0,representative-rank-logical-input,49152,4.288000000000238,5.696049999999923,27.632000000000062,44.536000000000605,23.103499999998576,40.34079999999976,1.5,17.194029850745313
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,1,representative-rank-logical-input,49152,5.2960000000002765,6.400000000000159,15.424000000000092,25.189449999999216,10.2400000000016,20.2800000000012,1.5,13.921450151056675
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,2,representative-rank-logical-input,49152,4.335999999999558,4.511999999998852,28.62400000000116,35.43909999999896,24.40000000000009,31.08640000000014,1.5,17.0036900369021
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,3,representative-rank-logical-input,49152,4.320000000000164,5.343050000000767,19.91949999999997,30.689600000000087,15.407999999999902,26.561600000001228,1.5,17.06666666666602
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,4,representative-rank-logical-input,49152,6.208000000000538,6.401550000001407,19.536000000000058,30.645449999999617,13.247499999999945,24.940800000000625,1.5,11.876288659792785
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,0,representative-rank-logical-input,65536,4.319999999999709,5.831050000000277,29.44000000000051,44.833600000000295,24.271999999999935,40.39264999999987,1.5,22.75555555555709
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,1,representative-rank-logical-input,65536,5.023500000000013,6.43360000000066,18.479999999999563,28.604800000000886,13.136000000000877,22.75840000000044,1.5,19.568826515377673
single-node-nvlink,sglang_custom_all_reduce_v2,all_reduce,ONE_SHOT_PUSH,4,2,representative-rank-logical-input,65536,4.3840000000000146,4.545599999999922,28.704500000000735,37.064000000001215,24.304500000002008,32.93120000000062,1.5,22.423357664233507
