model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v08,2462.246,2459.107,2462.246,0.0012748523096392983,False
deepseek-v2-lite,P4D1,L1,deepseek-v2-lite__p4d1__blind_v09,2097.982,2095.206,2097.982,0.0013231762712930045,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v00,524.5,524.4435,524.5,0.00010772163965686977,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v01,1011.776,1030.22,1030.22,0.01790297218069934,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v02,2024.071,2044.889,2044.889,0.010180503685041087,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v03,4038.739,4053.193,4053.193,0.0035660774110683052,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v04,5373.672,5384.464,5384.464,0.002004284920467547,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v05,1833.072,1870.351,1870.351,0.019931552954499034,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v06,1249.589,1254.46,1254.46,0.003882945649921157,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v07,3030.01,3087.056,3087.056,0.01847909464551334,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v08,2429.194,2429.873,2429.873,0.00027943847271033807,False
deepseek-v2-lite,P4D1,L2,deepseek-v2-lite__p4d1__blind_v09,2079.212,2060.901,2079.212,0.00880670176970898,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v00,526.2935,532.832,532.832,0.012271222449102155,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v01,1031.02,1013.353,1031.02,0.01713545809004678,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v02,2043.56,2042.125,2043.56,0.0007022059543149922,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v03,4046.234,4070.74,4070.74,0.006020035669190334,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v04,5377.295,5381.671,5381.671,0.0008131303455748602,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v05,1868.076,1869.571,1869.571,0.0007996486894586463,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v06,1251.255,1268.5485,1268.5485,0.01363250991191901,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v07,3048.165,3051.461,3051.461,0.0010801383337358144,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v08,2427.724,2437.916,2437.916,0.004180619840880493,False
deepseek-v2-lite,P4D1,L3,deepseek-v2-lite__p4d1__blind_v09,2098.194,2073.104,2098.194,0.011957902844065013,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v00,180.03199999999998,177.3985,180.03199999999998,0.014627955030216683,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v01,322.525,320.7675,322.525,0.005449189985272438,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v02,607.292,605.986,607.292,0.0021505305520244625,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v03,1161.766,1161.994,1161.994,0.00019621443828439573,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v04,1543.203,1554.45,1554.45,0.0072353565569816146,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v05,307.728,307.82,307.82,0.0002988759664738631,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v06,585.749,585.992,585.992,0.00041468142909790263,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v07,1131.4785,1130.7055,1131.4785,0.000683176922937476,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v08,1498.3075,1495.1545,1498.3075,0.002104374435821614,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__blind_v09,1491.741,1489.624,1491.741,0.0014191471575829596,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__blind_v00,176.5895,177.925,177.925,0.007505971617254598,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__blind_v01,316.198,320.281,320.281,0.012748180503995014,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__blind_v02,601.982,604.408,604.408,0.004013844952416322,False
