model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v03,2581.485,2583.204,2583.204,0.00066545267040468,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v04,2963.121,2957.425,2963.121,0.0019222974694586932,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v05,1847.725,1858.348,1858.348,0.005716367440328747,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v06,2216.169,2212.703,2216.169,0.001563960149248498,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v07,2576.968,2571.681,2576.968,0.00205163587595958,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v08,2946.811,2941.366,2946.811,0.0018477601719282856,False
deepseek-v2-lite,P2D2_MATCHING,L1,deepseek-v2-lite__p2d2_matching__second_blind_v09,2949.411,2950.073,2950.073,0.0002244012266814439,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v00,1725.974,1723.115,1725.974,0.0016564560068691207,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v01,1922.171,1914.929,1922.171,0.0037676148480025773,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v02,2306.08,2297.311,2306.08,0.0038025567196280172,False
deepseek-v2-lite,P2D2_MATCHING,L2,deepseek-v2-lite__p2d2_matching__second_blind_v03,2683.495,2679.784,2683.495,0.0013828980489994523,False
