model_id,configuration,topology_level,vector_id,replica0_us,replica1_us,official_us,relative_spread,above_threshold
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v02,99.3725,100.064,100.064,0.006910577230572341,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v03,114.24600000000001,114.798,114.798,0.004808446140176593,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v04,157.9125,155.0575,157.9125,0.018079632707986956,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v05,100.48400000000001,99.76599999999999,100.48400000000001,0.007145416185661575,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v06,104.0915,105.77,105.77,0.01586933913207904,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v07,142.37,145.32549999999998,145.32549999999998,0.020337105325630895,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v08,138.9155,144.71949999999998,144.71949999999998,0.040105168964790334,False
qwen3-8b,P2D2_ALL_TO_ALL,L2,qwen3-8b__p2d2_all_to_all__v09,143.9265,142.624,143.9265,0.009049758036219938,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v00,92.2005,93.3095,93.3095,0.011885177822193824,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v01,96.99449999999999,93.98599999999999,96.99449999999999,0.03101722262602517,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v02,99.4855,97.701,99.4855,0.017937287343381784,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v03,105.9605,111.668,111.668,0.05111133001397007,False
qwen3-8b,P2D2_ALL_TO_ALL,L3,qwen3-8b__p2d2_all_to_all__v04,163.9625,156.8415,163.9625,0.04343066249904709,False
