model,tp,profile_id,source,segment,split,strategy,batch_count,request_count,input_tokens,actual_output_tokens,prefill_wall_us_per_1000,decode_wall_us_per_1000,total_wall_us_per_1000,arrival_span_ms
qwen3-8b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,latency,8,32,14597,1819,7232448.289869353,768644050.9569366,775876499.2468059,290000.0
qwen3-8b,8,profile_13_burstgpt_3_c2,burstgpt,burstgpt_3,temporal_test,throughput,2,32,14597,1819,2140781.1145763844,194948365.9409452,197089147.0555216,290000.0
qwen3-8b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,balanced,4,32,18930,1461,3781144.7982676327,351925859.0531535,355707003.8514212,296000.0
qwen3-8b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,latency,8,32,18930,1461,7138597.400626168,586203068.1455507,593341665.5461769,296000.0
qwen3-8b,8,profile_14_burstgpt_3_c3,burstgpt,burstgpt_3,temporal_test,throughput,2,32,18930,1461,2507309.8950088024,193050353.2057628,195557663.1007716,296000.0
qwen3-8b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,balanced,4,32,6097,322,3506096.45829536,145594491.85617268,149100588.31446803,284000.0
qwen3-8b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,latency,8,32,6097,322,6675567.536149174,151158161.98522225,157833729.52137142,284000.0
qwen3-8b,8,profile_15_burstgpt_3_c4,burstgpt,burstgpt_3,temporal_test,throughput,2,32,6097,322,1975682.7095989138,143927997.50203267,145903680.2116316,284000.0
qwen3-8b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,balanced,6,32,163424,3519,18032289.313850924,588162083.8481467,606194373.1619977,294000.0
qwen3-8b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,latency,27,32,163424,3519,28866292.937891558,2355172080.977354,2384038373.9152455,294000.0
qwen3-8b,8,profile_16_mooncake_conversation_c0,mooncake,mooncake_conversation,external_test,throughput,3,32,163424,3519,17919426.114531234,297725863.34729564,315645289.4618269,294000.0
qwen3-8b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,balanced,6,32,172375,3497,19155183.428665623,587279726.6056296,606434910.0342952,299999.0
qwen3-8b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,latency,25,32,172375,3497,27403632.877394557,2128079709.0439591,2155483341.921354,299999.0
qwen3-8b,8,profile_17_mooncake_conversation_c1,mooncake,mooncake_conversation,external_test,throughput,3,32,172375,3497,18761146.23155445,294415910.7864834,313177057.0180379,299999.0
qwen3-8b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,balanced,7,32,186555,3432,20794600.452063605,670724898.4603212,691519498.9123847,297000.0
qwen3-8b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,latency,27,32,186555,3432,29724318.475928158,2167524907.621555,2197249226.097483,297000.0
qwen3-8b,8,profile_18_mooncake_conversation_c2,mooncake,mooncake_conversation,external_test,throughput,3,32,186555,3432,20427517.38918014,293820693.8561052,314248211.24528533,297000.0
qwen3-8b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,balanced,7,32,175061,3483,19718470.459338278,679505624.138983,699224094.5983212,297000.0
qwen3-8b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,latency,26,32,175061,3483,28087606.915505603,2190238433.424383,2218326040.339889,297000.0
qwen3-8b,8,profile_19_mooncake_conversation_c3,mooncake,mooncake_conversation,external_test,throughput,3,32,175061,3483,18990677.141118795,292461288.30709493,311451965.44821376,297000.0
qwen3-8b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,balanced,6,32,167738,2058,18431247.91048467,581081652.1698143,599512900.080299,294000.0
qwen3-8b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,latency,26,32,167738,2058,26814686.716534197,1372399371.4083917,1399214058.1249259,294000.0
qwen3-8b,8,profile_20_mooncake_toolagent_c0,mooncake,mooncake_toolagent,external_test,throughput,3,32,167738,2058,18098940.345225856,292014797.85842824,310113738.20365405,294000.0
qwen3-8b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,balanced,7,32,197503,2057,21819000.36521256,682260806.8177942,704079807.1830068,296999.0
qwen3-8b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,latency,29,32,197503,2057,30790236.400207505,1515889990.6091392,1546680227.0093467,296999.0
qwen3-8b,8,profile_21_mooncake_toolagent_c1,mooncake,mooncake_toolagent,external_test,throughput,4,32,197503,2057,21673794.02089864,389194425.0499364,410868219.07083505,296999.0
qwen3-8b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,balanced,7,32,199717,1988,22078958.252677694,677847585.5244324,699926543.7771101,297000.0
qwen3-8b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,latency,28,32,199717,1988,30051458.74340087,1456626153.7547688,1486677612.4981697,297000.0
qwen3-8b,8,profile_22_mooncake_toolagent_c2,mooncake,mooncake_toolagent,external_test,throughput,4,32,199717,1988,21775588.451419026,388008117.4720544,409783705.9234735,297000.0
qwen3-8b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,balanced,7,32,188607,2043,20910774.415824562,657029765.6871845,677940540.103009,296999.0
qwen3-8b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,latency,31,32,188607,2043,31746513.850521296,1514831152.7154875,1546577666.5660088,296999.0
qwen3-8b,8,profile_23_mooncake_toolagent_c3,mooncake,mooncake_toolagent,external_test,throughput,3,32,188607,2043,20464415.370952338,291231501.76019406,311695917.13114643,296999.0
qwen3-8b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,balanced,6,32,146417,2307,16509028.093423694,569668892.2762405,586177920.3696642,299353.0
qwen3-8b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,latency,25,32,146417,2307,26670969.67343241,1448706092.4584513,1475377062.1318836,299353.0
qwen3-8b,8,profile_24_mooncake_synthetic_c0,mooncake,mooncake_synthetic,external_synthetic,throughput,3,32,146417,2307,16042254.894273356,292821565.67205673,308863820.5663301,299353.0
