parallelism,method,phase,slice_type,slice_value,cases,calls_mape,calls_wape,bytes_mape,bytes_wape,mean_histogram_l1,mean_histogram_tv,mean_normalized_log_payload_emd,common_reference_cost_mape,common_reference_cost_wape,evidence_set
pp,h0_plus_dnn_residual,prefill,policy,mb4,108,0.24586142824568918,0.263483653292472,1.732058093374353e-16,1.933340777331614e-16,0.7400736045438236,0.3700368022719118,0.04199954036610749,0.03683283408147906,0.020007688721538797,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,parallel_size,2,108,0.19025870741321846,0.1590131542045527,1.5795400792845526e-16,1.661830450248724e-16,0.47516545152536027,0.23758272576268014,0.028474885735786708,0.024641273699595793,0.012584921480777563,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,parallel_size,4,108,0.21549966668793755,0.18554428103345505,1.432140580989218e-16,1.5260752867072791e-16,0.5787057176176075,0.28935285880880374,0.03505679386735466,0.026692817061334737,0.01360736013816572,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,parallel_size,8,108,0.23400385545297067,0.19535999715137628,1.5831112401545238e-16,1.7507734884310502e-16,0.6392496048657837,0.3196248024328919,0.03833251445601869,0.025439652730688045,0.01332128942048942,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,prefill,source,burstgpt,324,0.2132540765180422,0.17898880483806504,1.531597300142765e-16,1.646226408462351e-16,0.5643735913362505,0.28218679566812527,0.03395473135305335,0.025591247830539527,0.013169682039774873,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,overall,all,324,0.2994443364590079,0.06724712883587212,1.0777868964571628e-16,1.0852574800205725e-16,0.3171880549347454,0.1585940274673727,0.015562993885985045,0.271260153908431,0.0656738156227025,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,model,deepseek-v2-lite,108,0.2986018874423938,0.0671506035516662,1.0728576056114867e-16,1.0691283879608187e-16,0.36577505851211367,0.18288752925605684,0.01813403738678656,0.2767032126533882,0.06596538000044117,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,model,qwen3-30b-a3b,108,0.2986018913723235,0.06715060096726543,1.0728576056114867e-16,1.0691283879608187e-16,0.3653713513184292,0.1826856756592146,0.018114802955558482,0.2767032162377361,0.06596537746165566,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,model,qwen3-8b,108,0.3011292305623065,0.06744018198868475,1.0876454781485151e-16,1.1013865720803262e-16,0.2204177549736934,0.1102088774868467,0.010440141315610092,0.26037403283416877,0.0651008032065551,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,policy,mb1,108,0.037431045404647194,0.02521045787511304,9.872060572122331e-17,1.0506951398925289e-16,0.004293014866758476,0.002146507433379238,0.0001792552734069681,0.03702289926314552,0.024935813533244557,phase34_blind_phase33_baseline_original_three
pp,h0_plus_dnn_residual,decode,policy,mb16,108,0.7090084811506587,0.4100723624105483,1.1745032098090826e-16,1.1129073521230076e-16,0.745263563159945,0.3726317815799725,0.03807599071954056,0.630621764173596,0.3706601590824045,phase34_blind_phase33_baseline_original_three
