model_id,configuration,topology_level,pair_id,page_count0,page_count1,payload_bytes0,payload_bytes1,phase51_flow0_us,phase51_flow1_us,phase51_max_us,frozen_corrected_us,matched_solo_ideal_us,actual_concurrent_wave_us,phase51_absolute_error_us,corrected_absolute_error_us,matched_solo_absolute_error_us,phase51_signed_error_us,corrected_signed_error_us,cross_replica_relative_spread
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_00__p2_p2,2,2,196608,196608,117.327,117.327,117.327,104.47530941300275,87.56649999999999,97.4485,19.878500000000003,7.026809413002752,9.882000000000005,19.878500000000003,7.026809413002752,0.013817554913620958
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_01__p8_p8,8,8,786432,786432,124.001,124.001,124.001,116.66590407098082,91.4615,100.7135,23.28750000000001,15.952404070980819,9.251999999999995,23.28750000000001,15.952404070980819,0.010028447030437877
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_02__p32_p32,32,32,3145728,3145728,165.9125,165.9125,165.9125,193.22061009553093,134.095,176.3535,10.441000000000003,16.867110095530933,42.2585,-10.441000000000003,16.867110095530933,0.0027473228487101026
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_03__p128_p128,128,128,12582912,12582912,390.51599999999996,390.51599999999996,390.51599999999996,603.4768623075738,353.502,589.421,198.9050000000001,14.055862307573761,235.91900000000004,-198.9050000000001,14.055862307573761,0.0010213412823772635
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_04__p512_p512,512,512,50331648,50331648,1249.911,1249.911,1249.911,2173.230547667636,1269.4,2230.274,980.3629999999998,57.04345233236381,960.8739999999998,-980.3629999999998,-57.04345233236381,0.0004210245019221185
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_05__p2048_p2048,2048,2048,201326592,201326592,4902.3225,4902.3225,4902.3225,8844.652201943578,4849.981,8832.354,3930.031499999999,12.298201943578533,3982.3729999999996,-3930.031499999999,12.298201943578533,0.0024473656739754756
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_06__p2_p32,2,32,196608,3145728,117.327,165.9125,165.9125,151.9180010120574,125.884,132.587,33.325500000000005,19.331001012057413,6.702999999999989,33.325500000000005,19.331001012057413,0.008718803502605881
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_07__p8_p128,8,128,786432,12582912,124.001,390.51599999999996,390.51599999999996,376.9120464698867,340.9475,354.49649999999997,36.019499999999994,22.41554646988675,13.548999999999978,36.019499999999994,22.41554646988675,0.0007658749804298388
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_08__p32_p512,32,512,3145728,50331648,165.9125,1249.911,1249.911,1251.7217375787886,1226.665,1233.6555,16.255499999999984,18.06623757878856,6.990500000000111,16.255499999999984,18.06623757878856,0.001614308046290141
qwen3-30b-a3b,P1D2,L2,qwen3-30b-a3b__ext_09__p128_p2048,128,2048,12582912,201326592,390.51599999999996,4902.3225,4902.3225,5009.158482011191,4750.293,4751.292,151.03049999999985,257.8664820111908,0.9990000000007058,151.03049999999985,257.8664820111908,0.0010243529549436635
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_00__p2_p2,2,2,196608,196608,119.58500000000001,119.58500000000001,119.58500000000001,108.59972696435344,86.2895,97.7895,21.795500000000004,10.810226964353433,11.5,21.795500000000004,10.810226964353433,0.006590687139212222
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_01__p8_p8,8,8,786432,786432,126.0595,126.0595,126.0595,120.42591892016388,90.9085,100.8775,25.182000000000002,19.548418920163883,9.968999999999994,25.182000000000002,19.548418920163883,0.006056851131322545
qwen3-30b-a3b,P1D2,L3,qwen3-30b-a3b__ext_02__p32_p32,32,32,3145728,3145728,169.0515,169.0515,169.0515,198.95424459229343,144.4645,181.0695,12.018,17.88474459229343,36.60500000000002,-12.018,17.88474459229343,0.023460604905851015
